l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,1,[468; 468],158,1000.292035,0.754717,7,[X0 >= 45.000000 OR (NOT X1) OR X2 >= 1.400000 OR X2 < 0.800000 OR X4 >= 195.000000 OR X7 >= 7.900000 OR X7 < 5.600000],{'0.0': {'precision': 0.9; 'recall': 0.13432835820895522; 'f1-score': 0.23376623376623376; 'support': 134}; '1.0': {'precision': 0.7410714285714286; 'recall': 0.9940119760479041; 'f1-score': 0.8491048593350384; 'support': 334}; 'accuracy': 0.7478632478632479; 'macro avg': {'precision': 0.8205357142857144; 'recall': 0.5641701671284297; 'f1-score': 0.5414355465506361; 'support': 468}; 'weighted avg': {'precision': 0.7865766178266179; 'recall': 0.7478632478632479; 'f1-score': 0.6729181588516626; 'support': 468}},{'0.0': {'precision': 1.0; 'recall': 0.13333333333333333; 'f1-score': 0.23529411764705882; 'support': 15}; '1.0': {'precision': 0.7450980392156863; 'recall': 1.0; 'f1-score': 0.8539325842696629; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.8725490196078431; 'recall': 0.5666666666666667; 'f1-score': 0.5446133509583608; 'support': 53}; 'weighted avg': {'precision': 0.8172401035886052; 'recall': 0.7547169811320755; 'f1-score': 0.6788462257915674; 'support': 53}}
l: 5,2,CNF,1,469,52,1,[469; 469],158,1000.196211,0.730769,15,[X0 >= 49.000000 OR X2 >= 1.400000 OR X4 >= 236.800000 OR X5 < 18.000000 OR X6 < 28.000000 OR X7 >= 7.900000 OR X9 >= 1.000000] AND [X3 >= 1.000000 OR X3 < 0.200000 OR X4 >= 195.000000 OR X5 >= 35.000000 OR X6 < 19.000000 OR X8 < 3.000000 OR X9 >= 1.308000 OR X9 < 0.800000],{'0.0': {'precision': 0.7719298245614035; 'recall': 0.32592592592592595; 'f1-score': 0.45833333333333337; 'support': 135}; '1.0': {'precision': 0.779126213592233; 'recall': 0.9610778443113772; 'f1-score': 0.8605898123324396; 'support': 334}; 'accuracy': 0.7782515991471215; 'macro avg': {'precision': 0.7755280190768182; 'recall': 0.6435018851186516; 'f1-score': 0.6594615728328865; 'support': 469}; 'weighted avg': {'precision': 0.7770547583274953; 'recall': 0.7782515991471215; 'f1-score': 0.744801700040586; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.21428571428571427; 'f1-score': 0.3; 'support': 14}; '1.0': {'precision': 0.7608695652173914; 'recall': 0.9210526315789473; 'f1-score': 0.8333333333333333; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6304347826086957; 'recall': 0.5676691729323308; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6906354515050168; 'recall': 0.7307692307692307; 'f1-score': 0.6897435897435897; 'support': 52}}
l: 5,2,CNF,2,469,52,1,[469; 469],158,1000.260919,0.615385,13,[X4 >= 195.000000 OR X5 >= 25.000000 OR X6 < 19.000000 OR X8 >= 3.900000 OR X8 < 2.700000 OR X9 >= 1.308000] AND [X0 >= 45.000000 OR X2 < 0.700000 OR X4 >= 282.000000 OR X5 >= 35.000000 OR X5 < 25.000000 OR X6 < 19.000000 OR X7 < 6.000000],{'0.0': {'precision': 0.8490566037735849; 'recall': 0.3358208955223881; 'f1-score': 0.4812834224598931; 'support': 134}; '1.0': {'precision': 0.7860576923076923; 'recall': 0.9761194029850746; 'f1-score': 0.8708388814913448; 'support': 335}; 'accuracy': 0.7931769722814499; 'macro avg': {'precision': 0.8175571480406386; 'recall': 0.6559701492537313; 'f1-score': 0.676061151975619; 'support': 469}; 'weighted avg': {'precision': 0.8040573812979473; 'recall': 0.7931769722814499; 'f1-score': 0.7595373217680729; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6808510638297872; 'recall': 0.8648648648648649; 'f1-score': 0.7619047619047619; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.3404255319148936; 'recall': 0.43243243243243246; 'f1-score': 0.38095238095238093; 'support': 52}; 'weighted avg': {'precision': 0.4844517184942717; 'recall': 0.6153846153846154; 'f1-score': 0.5421245421245421; 'support': 52}}
l: 5,2,CNF,3,469,52,1,[469; 469],158,1000.277454,0.673077,18,[X0 < 31.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 >= 0.600000 OR X4 >= 236.800000 OR X4 < 167.600000 OR X5 >= 35.000000 OR X5 < 18.000000 OR X9 < 0.800000] AND [X0 >= 45.000000 OR X2 >= 1.000000 OR X4 >= 512.600000 OR X4 < 150.000000 OR X5 < 21.000000 OR X6 >= 54.000000 OR X6 < 23.000000 OR X7 >= 7.900000 OR X9 >= 1.308000],{'0.0': {'precision': 0.7924528301886793; 'recall': 0.31343283582089554; 'f1-score': 0.44919786096256686; 'support': 134}; '1.0': {'precision': 0.7788461538461539; 'recall': 0.9671641791044776; 'f1-score': 0.8628495339547271; 'support': 335}; 'accuracy': 0.7803837953091685; 'macro avg': {'precision': 0.7856494920174166; 'recall': 0.6402985074626866; 'f1-score': 0.656023697458647; 'support': 469}; 'weighted avg': {'precision': 0.782733775658304; 'recall': 0.7803837953091685; 'f1-score': 0.7446633416712527; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.06666666666666667; 'f1-score': 0.10526315789473685; 'support': 15}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.918918918918919; 'f1-score': 0.8000000000000002; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.4791666666666667; 'recall': 0.4927927927927928; 'f1-score': 0.4526315789473685; 'support': 52}; 'weighted avg': {'precision': 0.5761217948717949; 'recall': 0.6730769230769231; 'f1-score': 0.599595141700405; 'support': 52}}
l: 5,2,CNF,4,469,52,1,[469; 469],158,1000.270514,0.673077,14,[X0 >= 66.000000 OR X0 < 35.000000 OR X3 >= 1.000000 OR X4 >= 236.800000 OR X4 < 167.600000 OR X5 >= 74.000000 OR X7 >= 7.900000 OR X9 < 1.060000] AND [X0 >= 40.000000 OR X3 < 0.200000 OR X4 >= 182.000000 OR X5 >= 35.000000 OR X6 < 19.000000 OR X7 < 6.000000],{'0.0': {'precision': 0.8297872340425532; 'recall': 0.291044776119403; 'f1-score': 0.430939226519337; 'support': 134}; '1.0': {'precision': 0.7748815165876777; 'recall': 0.9761194029850746; 'f1-score': 0.8639365918097754; 'support': 335}; 'accuracy': 0.7803837953091685; 'macro avg': {'precision': 0.8023343753151154; 'recall': 0.6335820895522388; 'f1-score': 0.6474379091645562; 'support': 469}; 'weighted avg': {'precision': 0.7905688644319278; 'recall': 0.7803837953091685; 'f1-score': 0.7402230588696501; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.06666666666666667; 'f1-score': 0.10526315789473685; 'support': 15}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.918918918918919; 'f1-score': 0.8000000000000002; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.4791666666666667; 'recall': 0.4927927927927928; 'f1-score': 0.4526315789473685; 'support': 52}; 'weighted avg': {'precision': 0.5761217948717949; 'recall': 0.6730769230769231; 'f1-score': 0.599595141700405; 'support': 52}}
l: 5,2,CNF,5,469,52,1,[469; 469],158,1000.200894,0.711538,17,[X0 >= 45.000000 OR X3 < 0.200000 OR X4 >= 195.000000 OR X4 < 150.000000 OR X5 >= 43.000000 OR X6 >= 34.000000 OR X6 < 19.000000] AND [X0 >= 66.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X5 < 18.000000 OR X7 < 5.100000 OR X9 < 0.700000],{'0.0': {'precision': 0.7894736842105263; 'recall': 0.3358208955223881; 'f1-score': 0.4712041884816755; 'support': 134}; '1.0': {'precision': 0.7839805825242718; 'recall': 0.9641791044776119; 'f1-score': 0.8647925033467202; 'support': 335}; 'accuracy': 0.7846481876332623; 'macro avg': {'precision': 0.7867271333673991; 'recall': 0.65; 'f1-score': 0.6679983459141978; 'support': 469}; 'weighted avg': {'precision': 0.7855500401489159; 'recall': 0.7846481876332623; 'f1-score': 0.7523386990995646; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.2; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.918918918918919; 'f1-score': 0.8192771084337348; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6195652173913043; 'recall': 0.5594594594594595; 'f1-score': 0.5524956970740103; 'support': 52}; 'weighted avg': {'precision': 0.6701505016722407; 'recall': 0.7115384615384616; 'f1-score': 0.6653647557262014; 'support': 52}}
l: 5,2,CNF,6,469,52,1,[469; 469],158,1000.271794,0.653846,17,[X0 >= 40.000000 OR X2 >= 2.000000 OR X4 >= 195.000000 OR X5 >= 43.000000 OR X5 < 18.000000 OR X6 < 23.000000 OR X7 >= 7.900000 OR X7 < 5.100000] AND [X0 >= 66.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 >= 0.600000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X5 < 18.000000 OR X7 < 5.100000 OR X9 < 0.800000],{'0.0': {'precision': 0.7796610169491526; 'recall': 0.34328358208955223; 'f1-score': 0.47668393782383417; 'support': 134}; '1.0': {'precision': 0.7853658536585366; 'recall': 0.9611940298507463; 'f1-score': 0.8644295302013423; 'support': 335}; 'accuracy': 0.7846481876332623; 'macro avg': {'precision': 0.7825134353038445; 'recall': 0.6522388059701493; 'f1-score': 0.6705567340125882; 'support': 469}; 'weighted avg': {'precision': 0.7837359003129983; 'recall': 0.7846481876332623; 'f1-score': 0.75364507523634; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.2; 'f1-score': 0.25; 'support': 15}; '1.0': {'precision': 0.7209302325581395; 'recall': 0.8378378378378378; 'f1-score': 0.7749999999999999; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5271317829457364; 'recall': 0.518918918918919; 'f1-score': 0.5125; 'support': 52}; 'weighted avg': {'precision': 0.60912343470483; 'recall': 0.6538461538461539; 'f1-score': 0.6235576923076922; 'support': 52}}
l: 5,2,CNF,7,469,52,1,[469; 469],158,1000.166918,0.692308,19,[X0 >= 49.000000 OR X2 >= 1.400000 OR X3 < 0.200000 OR X4 >= 195.000000 OR X5 >= 74.000000 OR X6 < 19.000000 OR X7 >= 7.300000 OR X7 < 5.100000 OR X9 < 0.800000] AND [X0 >= 66.000000 OR X0 < 23.000000 OR X2 < 0.700000 OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X4 < 150.000000 OR X6 >= 42.000000 OR X6 < 23.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.7424242424242424; 'recall': 0.3656716417910448; 'f1-score': 0.49; 'support': 134}; '1.0': {'precision': 0.7890818858560794; 'recall': 0.9492537313432836; 'f1-score': 0.861788617886179; 'support': 335}; 'accuracy': 0.7825159914712153; 'macro avg': {'precision': 0.7657530641401609; 'recall': 0.6574626865671642; 'f1-score': 0.6758943089430896; 'support': 469}; 'weighted avg': {'precision': 0.7757511305898402; 'recall': 0.7825159914712153; 'f1-score': 0.7555632984901278; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.8918918918918919; 'f1-score': 0.8048780487804879; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5809523809523809; 'recall': 0.5459459459459459; 'f1-score': 0.5388026607538803; 'support': 52}; 'weighted avg': {'precision': 0.6454212454212455; 'recall': 0.6923076923076923; 'f1-score': 0.6513730172266758; 'support': 52}}
l: 5,2,CNF,8,469,52,1,[469; 469],158,1000.176956,0.673077,18,[X0 >= 66.000000 OR X0 < 35.000000 OR X2 < 0.700000 OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X4 < 182.000000 OR X6 >= 34.000000 OR X9 >= 1.308000] AND [X0 >= 49.000000 OR X2 < 0.700000 OR X3 >= 1.000000 OR X3 < 0.200000 OR X4 >= 195.000000 OR X5 >= 35.000000 OR X6 < 19.000000 OR X8 < 2.700000 OR X9 >= 1.308000],{'0.0': {'precision': 0.8181818181818182; 'recall': 0.3358208955223881; 'f1-score': 0.47619047619047616; 'support': 134}; '1.0': {'precision': 0.785024154589372; 'recall': 0.9701492537313433; 'f1-score': 0.8678237650200267; 'support': 335}; 'accuracy': 0.7889125799573561; 'macro avg': {'precision': 0.8016029863855951; 'recall': 0.6529850746268657; 'f1-score': 0.6720071206052514; 'support': 469}; 'weighted avg': {'precision': 0.7944977727586423; 'recall': 0.7889125799573561; 'f1-score': 0.755928539640155; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.8918918918918919; 'f1-score': 0.7951807228915664; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5253623188405797; 'recall': 0.5126126126126126; 'f1-score': 0.4928284566838784; 'support': 52}; 'weighted avg': {'precision': 0.6066053511705685; 'recall': 0.6730769230769231; 'f1-score': 0.6207467231563618; 'support': 52}}
l: 5,2,CNF,9,469,52,1,[469; 469],158,1000.295547,0.711538,16,[X0 >= 45.000000 OR X2 >= 1.400000 OR X5 >= 43.000000 OR X5 < 18.000000 OR X7 >= 7.900000 OR X8 < 3.600000] AND [X0 >= 66.000000 OR (NOT X1) OR X2 >= 2.000000 OR X2 < 0.700000 OR X4 >= 236.800000 OR X5 >= 43.000000 OR X5 < 18.000000 OR X6 >= 28.000000 OR X7 < 6.200000 OR X9 < 0.700000],{'0.0': {'precision': 0.8260869565217391; 'recall': 0.2835820895522388; 'f1-score': 0.4222222222222222; 'support': 134}; '1.0': {'precision': 0.7730496453900709; 'recall': 0.9761194029850746; 'f1-score': 0.8627968337730871; 'support': 335}; 'accuracy': 0.7782515991471215; 'macro avg': {'precision': 0.799568300955905; 'recall': 0.6298507462686567; 'f1-score': 0.6425095279976547; 'support': 469}; 'weighted avg': {'precision': 0.7882031628562619; 'recall': 0.7782515991471215; 'f1-score': 0.7369183733299829; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.2; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.918918918918919; 'f1-score': 0.8192771084337348; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6195652173913043; 'recall': 0.5594594594594595; 'f1-score': 0.5524956970740103; 'support': 52}; 'weighted avg': {'precision': 0.6701505016722407; 'recall': 0.7115384615384616; 'f1-score': 0.6653647557262014; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [469, 469], 'n_partitions': 1}, (mean val acc cv) 0.677612 (+- 0.033385), (mean training time) 1000.256528 (+- 0.077585)
l: 5,2,DNF,0,468,53,1,[468; 468],158,1000.343105,0.641509,7,[X2 >= 0.700000 AND X4 >= 182.000000 AND X6 >= 23.000000] OR [X5 >= 21.000000 AND X6 >= 19.000000 AND X8 < 4.100000 AND X9 < 1.200000],{'0.0': {'precision': 0.5210084033613446; 'recall': 0.4626865671641791; 'f1-score': 0.4901185770750988; 'support': 134}; '1.0': {'precision': 0.7936962750716332; 'recall': 0.8293413173652695; 'f1-score': 0.8111273792093704; 'support': 334}; 'accuracy': 0.7243589743589743; 'macro avg': {'precision': 0.6573523392164888; 'recall': 0.6460139422647243; 'f1-score': 0.6506229781422346; 'support': 468}; 'weighted avg': {'precision': 0.7156189784708241; 'recall': 0.7243589743589743; 'f1-score': 0.7192146025298995; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.7317073170731707; 'recall': 0.7894736842105263; 'f1-score': 0.7594936708860759; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.532520325203252; 'recall': 0.5280701754385965; 'f1-score': 0.5278949835911861; 'support': 53}; 'weighted avg': {'precision': 0.6189599631845375; 'recall': 0.6415094339622641; 'f1-score': 0.6284000743040628; 'support': 53}}
l: 5,2,DNF,1,469,52,1,[469; 469],158,1000.377120,0.596154,7,[X0 >= 31.000000 AND X1 AND X5 >= 18.000000 AND X6 >= 28.000000] OR [X2 >= 0.800000 AND X4 >= 182.000000 AND X6 >= 19.000000],{'0.0': {'precision': 0.5454545454545454; 'recall': 0.5777777777777777; 'f1-score': 0.5611510791366906; 'support': 135}; '1.0': {'precision': 0.8251533742331288; 'recall': 0.8053892215568862; 'f1-score': 0.8151515151515152; 'support': 334}; 'accuracy': 0.7398720682302772; 'macro avg': {'precision': 0.6853039598438371; 'recall': 0.691583499667332; 'f1-score': 0.6881512971441028; 'support': 469}; 'weighted avg': {'precision': 0.7446430503842829; 'recall': 0.7398720682302772; 'f1-score': 0.7420383832495934; 'support': 469}},{'0.0': {'precision': 0.29411764705882354; 'recall': 0.35714285714285715; 'f1-score': 0.3225806451612903; 'support': 14}; '1.0': {'precision': 0.7428571428571429; 'recall': 0.6842105263157895; 'f1-score': 0.7123287671232877; 'support': 38}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.5184873949579832; 'recall': 0.5206766917293233; 'f1-score': 0.5174547061422891; 'support': 52}; 'weighted avg': {'precision': 0.6220426632191338; 'recall': 0.5961538461538461; 'f1-score': 0.6073965804412115; 'support': 52}}
l: 5,2,DNF,2,469,52,1,[469; 469],158,1000.268795,0.692308,5,[X2 >= 0.800000 AND X4 >= 182.000000] OR [X1 AND X5 >= 18.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.5494505494505495; 'recall': 0.373134328358209; 'f1-score': 0.4444444444444445; 'support': 134}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.8776119402985074; 'f1-score': 0.8246844319775597; 'support': 335}; 'accuracy': 0.7334754797441365; 'macro avg': {'precision': 0.6636141636141637; 'recall': 0.6253731343283582; 'f1-score': 0.6345644382110021; 'support': 469}; 'weighted avg': {'precision': 0.7125414268271411; 'recall': 0.7334754797441365; 'f1-score': 0.7160444355395267; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.8918918918918919; 'f1-score': 0.8048780487804879; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5809523809523809; 'recall': 0.5459459459459459; 'f1-score': 0.5388026607538803; 'support': 52}; 'weighted avg': {'precision': 0.6454212454212455; 'recall': 0.6923076923076923; 'f1-score': 0.6513730172266758; 'support': 52}}
l: 5,2,DNF,3,469,52,1,[469; 469],158,1000.255192,0.634615,9,[X0 < 66.000000 AND X4 >= 150.000000 AND X7 >= 5.100000 AND X8 < 3.900000 AND X9 >= 0.800000] OR [X0 >= 23.000000 AND X2 >= 0.800000 AND X6 >= 19.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.504; 'recall': 0.4701492537313433; 'f1-score': 0.4864864864864865; 'support': 134}; '1.0': {'precision': 0.7936046511627907; 'recall': 0.8149253731343283; 'f1-score': 0.8041237113402062; 'support': 335}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6488023255813953; 'recall': 0.6425373134328358; 'f1-score': 0.6453050989133464; 'support': 469}; 'weighted avg': {'precision': 0.7108604651162791; 'recall': 0.7164179104477612; 'f1-score': 0.7133702185248577; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.725; 'recall': 0.7837837837837838; 'f1-score': 0.7532467532467533; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5291666666666667; 'recall': 0.5252252252252252; 'f1-score': 0.5247715247715248; 'support': 52}; 'weighted avg': {'precision': 0.6120192307692307; 'recall': 0.6346153846153846; 'f1-score': 0.6214341214341215; 'support': 52}}
l: 5,2,DNF,4,469,52,1,[469; 469],158,1000.234186,0.615385,10,[X0 >= 31.000000 AND X2 >= 0.800000 AND X3 >= 0.200000 AND X6 >= 19.000000 AND X8 < 4.100000 AND X9 < 1.308000] OR [X0 < 60.000000 AND X4 >= 167.600000 AND X5 >= 18.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.5241379310344828; 'recall': 0.5671641791044776; 'f1-score': 0.5448028673835126; 'support': 134}; '1.0': {'precision': 0.8209876543209876; 'recall': 0.7940298507462686; 'f1-score': 0.8072837632776935; 'support': 335}; 'accuracy': 0.7292110874200426; 'macro avg': {'precision': 0.6725627926777352; 'recall': 0.6805970149253731; 'f1-score': 0.676043315330603; 'support': 469}; 'weighted avg': {'precision': 0.7361734476677004; 'recall': 0.7292110874200426; 'f1-score': 0.7322892215936418; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.3333333333333333; 'f1-score': 0.3333333333333333; 'support': 15}; '1.0': {'precision': 0.7297297297297297; 'recall': 0.7297297297297297; 'f1-score': 0.7297297297297297; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5315315315315315; 'recall': 0.5315315315315315; 'f1-score': 0.5315315315315315; 'support': 52}; 'weighted avg': {'precision': 0.6153846153846154; 'recall': 0.6153846153846154; 'f1-score': 0.6153846153846154; 'support': 52}}
l: 5,2,DNF,5,469,52,1,[469; 469],158,1000.210049,0.750000,7,[X0 >= 40.000000 AND X2 >= 0.800000 AND X3 >= 0.200000] OR [X0 < 60.000000 AND X4 >= 167.600000 AND X5 >= 18.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.5354330708661418; 'recall': 0.5074626865671642; 'f1-score': 0.5210727969348659; 'support': 134}; '1.0': {'precision': 0.8070175438596491; 'recall': 0.8238805970149253; 'f1-score': 0.8153618906942393; 'support': 335}; 'accuracy': 0.7334754797441365; 'macro avg': {'precision': 0.6712253073628954; 'recall': 0.6656716417910448; 'f1-score': 0.6682173438145526; 'support': 469}; 'weighted avg': {'precision': 0.7294219801472185; 'recall': 0.7334754797441365; 'f1-score': 0.7312792924772754; 'support': 469}},{'0.0': {'precision': 0.625; 'recall': 0.3333333333333333; 'f1-score': 0.43478260869565216; 'support': 15}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.918918918918919; 'f1-score': 0.8395061728395061; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6988636363636364; 'recall': 0.6261261261261262; 'f1-score': 0.6371443907675791; 'support': 52}; 'weighted avg': {'precision': 0.7301136363636365; 'recall': 0.75; 'f1-score': 0.7227589908749329; 'support': 52}}
l: 5,2,DNF,6,469,52,1,[469; 469],158,1000.332561,0.634615,8,[X0 >= 23.000000 AND X1 AND X5 >= 18.000000 AND X6 >= 23.000000 AND X8 < 4.100000 AND X8 >= 2.000000] OR [X2 >= 0.800000 AND X4 >= 182.000000],{'0.0': {'precision': 0.5537190082644629; 'recall': 0.5; 'f1-score': 0.5254901960784313; 'support': 134}; '1.0': {'precision': 0.8074712643678161; 'recall': 0.8388059701492537; 'f1-score': 0.8228404099560762; 'support': 335}; 'accuracy': 0.7420042643923241; 'macro avg': {'precision': 0.6805951363161395; 'recall': 0.6694029850746268; 'f1-score': 0.6741653030172537; 'support': 469}; 'weighted avg': {'precision': 0.7349706197668581; 'recall': 0.7420042643923241; 'f1-score': 0.7378832059910347; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.725; 'recall': 0.7837837837837838; 'f1-score': 0.7532467532467533; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5291666666666667; 'recall': 0.5252252252252252; 'f1-score': 0.5247715247715248; 'support': 52}; 'weighted avg': {'precision': 0.6120192307692307; 'recall': 0.6346153846153846; 'f1-score': 0.6214341214341215; 'support': 52}}
l: 5,2,DNF,7,469,52,1,[469; 469],158,1000.345524,0.557692,6,[X0 >= 31.000000 AND X4 >= 150.000000 AND X6 >= 23.000000] OR [X2 >= 0.700000 AND X5 >= 21.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.5376344086021505; 'recall': 0.373134328358209; 'f1-score': 0.4405286343612335; 'support': 134}; '1.0': {'precision': 0.776595744680851; 'recall': 0.8716417910447761; 'f1-score': 0.8213783403656821; 'support': 335}; 'accuracy': 0.7292110874200426; 'macro avg': {'precision': 0.6571150766415008; 'recall': 0.6223880597014926; 'f1-score': 0.6309534873634578; 'support': 469}; 'weighted avg': {'precision': 0.7083210772297936; 'recall': 0.7292110874200426; 'f1-score': 0.7125641386501254; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.26666666666666666; 'f1-score': 0.2580645161290323; 'support': 15}; '1.0': {'precision': 0.6944444444444444; 'recall': 0.6756756756756757; 'f1-score': 0.684931506849315; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.4722222222222222; 'recall': 0.47117117117117113; 'f1-score': 0.4714980114891737; 'support': 52}; 'weighted avg': {'precision': 0.5662393162393162; 'recall': 0.5576923076923077; 'f1-score': 0.561796797987695; 'support': 52}}
l: 5,2,DNF,8,469,52,1,[469; 469],158,1000.340576,0.711538,6,[X0 >= 31.000000 AND X2 >= 0.800000 AND X4 >= 150.000000] OR [X5 >= 21.000000 AND X8 < 4.100000 AND X8 >= 2.000000],{'0.0': {'precision': 0.5897435897435898; 'recall': 0.34328358208955223; 'f1-score': 0.4339622641509434; 'support': 134}; '1.0': {'precision': 0.7749360613810742; 'recall': 0.9044776119402985; 'f1-score': 0.834710743801653; 'support': 335}; 'accuracy': 0.744136460554371; 'macro avg': {'precision': 0.682339825562332; 'recall': 0.6238805970149254; 'f1-score': 0.6343365039762983; 'support': 469}; 'weighted avg': {'precision': 0.7220239266275073; 'recall': 0.744136460554371; 'f1-score': 0.7202111781871646; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.4; 'f1-score': 0.4444444444444445; 'support': 15}; '1.0': {'precision': 0.775; 'recall': 0.8378378378378378; 'f1-score': 0.8051948051948051; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6375; 'recall': 0.6189189189189189; 'f1-score': 0.6248196248196248; 'support': 52}; 'weighted avg': {'precision': 0.6956730769230769; 'recall': 0.7115384615384616; 'f1-score': 0.7011322011322011; 'support': 52}}
